gene	p-value Repl. 1	p-value Repl. 2	Fisher Statistic	p-value combined	significant
AZI1	1.0	1.0	-0.0	1.0	False
AZI2	1.0	1.0	-0.0	1.0	False
AZIN1	1.0	1.0	-0.0	1.0	False
AZU1	1.0	1.0	-0.0	1.0	False
B3GALNT1	1.0	1.0	-0.0	1.0	False
B3GALNT2	1.0	1.0	-0.0	1.0	False
B3GALT1	1.0	1.0	-0.0	1.0	False
B3GALT2	1.0	1.0	-0.0	1.0	False
B3GALT5	1.0	1.0	-0.0	1.0	False
B3GALT6	1.0	1.0	-0.0	1.0	False
B3GALTL	1.0	1.0	-0.0	1.0	False
B3GAT1	1.0	1.0	-0.0	1.0	False
B3GAT2	1.0	1.0	-0.0	1.0	False
B3GNT1	1.0	1.0	-0.0	1.0	False
B3GNT2	1.0	1.0	-0.0	1.0	False
B3GNT3	1.0	1.0	-0.0	1.0	False
B3GNT4	1.0	1.0	-0.0	1.0	False
B3GNT5	1.0	1.0	-0.0	1.0	False
B3GNT6	1.0	1.0	-0.0	1.0	False
B3GNT7	1.0	1.0	-0.0	1.0	False
B3GNT8	1.0	1.0	-0.0	1.0	False
B3GNT9	1.0	1.0	-0.0	1.0	False
B3GNTL1	1.0	1.0	-0.0	1.0	False
B4GALNT1	1.0	1.0	-0.0	1.0	False
B4GALNT2	1.0	1.0	-0.0	1.0	False
B4GALNT3	1.0	1.0	-0.0	1.0	False
B4GALNT4	1.0	1.0	-0.0	1.0	False
B4GALT1	1.0	1.0	-0.0	1.0	False
B4GALT2	1.0	1.0	-0.0	1.0	False
B4GALT3	1.0	1.0	-0.0	1.0	False
B4GALT4	1.0	1.0	-0.0	1.0	False
B4GALT5	1.0	1.0	-0.0	1.0	False
B4GALT6	1.0	1.0	-0.0	1.0	False
B4GALT7	1.0	1.0	-0.0	1.0	False
B9D1	1.0	1.0	-0.0	1.0	False
B9D2	1.0	1.0	-0.0	1.0	False
BAALC	1.0	1.0	-0.0	1.0	False
BAAT	1.0	1.0	-0.0	1.0	False
BABAM1	1.0	1.0	-0.0	1.0	False
BACE1	1.0	1.0	-0.0	1.0	False
BACE2	1.0	1.0	-0.0	1.0	False
BACH1	1.0	1.0	-0.0	1.0	False
BACH2	1.0	1.0	-0.0	1.0	False
BAD	1.0	1.0	-0.0	1.0	False
BAG1	1.0	1.0	-0.0	1.0	False
BAG2	1.0	1.0	-0.0	1.0	False
BAG3	1.0	1.0	-0.0	1.0	False
BAG4	1.0	1.0	-0.0	1.0	False
BAG6	1.0	1.0	-0.0	1.0	False
BAGE	1.0	1.0	-0.0	1.0	False
BAGE2	1.0	1.0	-0.0	1.0	False
BAGE3	1.0	1.0	-0.0	1.0	False
BAGE4	1.0	1.0	-0.0	1.0	False
BAGE5	1.0	1.0	-0.0	1.0	False
BAHCC1	1.0	1.0	-0.0	1.0	False
BAHD1	1.0	1.0	-0.0	1.0	False
BAI1	1.0	1.0	-0.0	1.0	False
BAI2	1.0	1.0	-0.0	1.0	False
BAI3	1.0	1.0	-0.0	1.0	False
BAIAP2	1.0	1.0	-0.0	1.0	False
BAIAP2L1	1.0	1.0	-0.0	1.0	False
BAIAP2L2	1.0	1.0	-0.0	1.0	False
BAIAP3	1.0	1.0	-0.0	1.0	False
BAK1	1.0	1.0	-0.0	1.0	False
BAMBI	1.0	1.0	-0.0	1.0	False
BANF1	1.0	1.0	-0.0	1.0	False
BANK1	1.0	1.0	-0.0	1.0	False
BANP	1.0	1.0	-0.0	1.0	False
BAP1	1.0	1.0	-0.0	1.0	False
BARD1	1.0	1.0	-0.0	1.0	False
BARHL1	1.0	1.0	-0.0	1.0	False
BARHL2	1.0	1.0	-0.0	1.0	False
BARX1	1.0	1.0	-0.0	1.0	False
BARX2	1.0	1.0	-0.0	1.0	False
BASP1	1.0	1.0	-0.0	1.0	False
BATF	1.0	1.0	-0.0	1.0	False
BATF2	1.0	1.0	-0.0	1.0	False
BATF3	1.0	1.0	-0.0	1.0	False
BAZ1A	1.0	1.0	-0.0	1.0	False
BAZ1B	1.0	1.0	-0.0	1.0	False
BAZ2A	1.0	1.0	-0.0	1.0	False
BAZ2B	1.0	1.0	-0.0	1.0	False
BBC3	1.0	1.0	-0.0	1.0	False
BBIP1	1.0	1.0	-0.0	1.0	False
BBOX1	1.0	1.0	-0.0	1.0	False
BBS10	1.0	1.0	-0.0	1.0	False
BBS12	1.0	1.0	-0.0	1.0	False
BBS2	1.0	1.0	-0.0	1.0	False
BBS4	1.0	1.0	-0.0	1.0	False
BBS7	1.0	1.0	-0.0	1.0	False
BBS9	1.0	1.0	-0.0	1.0	False
BBX	1.0	1.0	-0.0	1.0	False
BCAM	1.0	1.0	-0.0	1.0	False
BCAN	1.0	1.0	-0.0	1.0	False
BCAP31	1.0	1.0	-0.0	1.0	False
BCAR1	1.0	1.0	-0.0	1.0	False
BCAR3	1.0	1.0	-0.0	1.0	False
BCAS1	1.0	1.0	-0.0	1.0	False
BCAS2	1.0	1.0	-0.0	1.0	False
BCAS3	1.0	1.0	-0.0	1.0	False
BCAS4	1.0	1.0	-0.0	1.0	False
BCAT1	1.0	1.0	-0.0	1.0	False
BCAT2	1.0	1.0	-0.0	1.0	False
BCCIP	1.0	1.0	-0.0	1.0	False
BCDIN3D	1.0	1.0	-0.0	1.0	False
BCHE	1.0	1.0	-0.0	1.0	False
BCKDHA	1.0	1.0	-0.0	1.0	False
BCKDHB	1.0	1.0	-0.0	1.0	False
BCKDK	1.0	1.0	-0.0	1.0	False
BCL11A	1.0	1.0	-0.0	1.0	False
BCL11B	1.0	1.0	-0.0	1.0	False
BCL2	1.0	1.0	-0.0	1.0	False
BCL2A1	1.0	1.0	-0.0	1.0	False
BCL2L1	1.0	1.0	-0.0	1.0	False
BCL2L11	1.0	1.0	-0.0	1.0	False
BCL2L12	1.0	1.0	-0.0	1.0	False
BCL2L13	1.0	1.0	-0.0	1.0	False
BCL2L14	1.0	1.0	-0.0	1.0	False
BCL2L15	1.0	1.0	-0.0	1.0	False
BCL2L2	1.0	1.0	-0.0	1.0	False
BCL2L2-PABPN1	1.0	1.0	-0.0	1.0	False
BCL3	1.0	1.0	-0.0	1.0	False
BCL6	1.0	1.0	-0.0	1.0	False
BCL6B	1.0	1.0	-0.0	1.0	False
BCL7A	1.0	1.0	-0.0	1.0	False
BCL7B	1.0	1.0	-0.0	1.0	False
BCL7C	1.0	1.0	-0.0	1.0	False
BCL9	1.0	1.0	-0.0	1.0	False
BCL9L	1.0	1.0	-0.0	1.0	False
BCLAF1	1.0	1.0	-0.0	1.0	False
BCMO1	1.0	1.0	-0.0	1.0	False
BCO2	1.0	1.0	-0.0	1.0	False
BCOR	1.0	1.0	-0.0	1.0	False
BCORL1	1.0	1.0	-0.0	1.0	False
BCS1L	1.0	1.0	-0.0	1.0	False
BDH1	1.0	1.0	-0.0	1.0	False
BDH2	1.0	1.0	-0.0	1.0	False
BDKRB1	1.0	1.0	-0.0	1.0	False
BDNF	1.0	1.0	-0.0	1.0	False
BDP1	1.0	1.0	-0.0	1.0	False
BEAN1	1.0	1.0	-0.0	1.0	False
BECN1	1.0	1.0	-0.0	1.0	False
BEGAIN	1.0	1.0	-0.0	1.0	False
BEND2	1.0	1.0	-0.0	1.0	False
BEND3	1.0	1.0	-0.0	1.0	False
BEND4	1.0	1.0	-0.0	1.0	False
BEND5	1.0	1.0	-0.0	1.0	False
BEND6	1.0	1.0	-0.0	1.0	False
BEND7	1.0	1.0	-0.0	1.0	False
BEST1	1.0	1.0	-0.0	1.0	False
BEST4	1.0	1.0	-0.0	1.0	False
BET1	1.0	1.0	-0.0	1.0	False
BET1L	1.0	1.0	-0.0	1.0	False
BET3L	1.0	1.0	-0.0	1.0	False
BEX2	1.0	1.0	-0.0	1.0	False
BEX4	1.0	1.0	-0.0	1.0	False
BEX5	1.0	1.0	-0.0	1.0	False
BFAR	1.0	1.0	-0.0	1.0	False
BFSP1	1.0	1.0	-0.0	1.0	False
BFSP2	1.0	1.0	-0.0	1.0	False
BGLAP	1.0	1.0	-0.0	1.0	False
BGN	1.0	1.0	-0.0	1.0	False
BHLHA15	1.0	1.0	-0.0	1.0	False
BHLHA9	1.0	1.0	-0.0	1.0	False
BHLHB9	1.0	1.0	-0.0	1.0	False
BHLHE22	1.0	1.0	-0.0	1.0	False
BHLHE40	1.0	1.0	-0.0	1.0	False
BHMT	1.0	1.0	-0.0	1.0	False
BICC1	1.0	1.0	-0.0	1.0	False
BICD1	1.0	1.0	-0.0	1.0	False
BICD2	1.0	1.0	-0.0	1.0	False
BID	1.0	1.0	-0.0	1.0	False
BIK	1.0	1.0	-0.0	1.0	False
BIN1	1.0	1.0	-0.0	1.0	False
BIN2	1.0	1.0	-0.0	1.0	False
BIN3	1.0	1.0	-0.0	1.0	False
BIRC2	1.0	1.0	-0.0	1.0	False
BIRC3	1.0	1.0	-0.0	1.0	False
BIRC5	1.0	1.0	-0.0	1.0	False
BIRC6	1.0	1.0	-0.0	1.0	False
BIRC7	1.0	1.0	-0.0	1.0	False
BIRC8	1.0	1.0	-0.0	1.0	False
BIVM	1.0	1.0	-0.0	1.0	False
BIVM-ERCC5	1.0	1.0	-0.0	1.0	False
BLCAP	1.0	1.0	-0.0	1.0	False
BLID	1.0	1.0	-0.0	1.0	False
BLK	1.0	1.0	-0.0	1.0	False
BLM	1.0	1.0	-0.0	1.0	False
BLMH	1.0	1.0	-0.0	1.0	False
BLNK	1.0	1.0	-0.0	1.0	False
BLOC1S1	1.0	1.0	-0.0	1.0	False
BLOC1S2	1.0	1.0	-0.0	1.0	False
BLOC1S3	1.0	1.0	-0.0	1.0	False
BLOC1S4	1.0	1.0	-0.0	1.0	False
BLOC1S5	1.0	1.0	-0.0	1.0	False
BLOC1S6	1.0	1.0	-0.0	1.0	False
BLVRA	1.0	1.0	-0.0	1.0	False
BLVRB	1.0	1.0	-0.0	1.0	False
BLZF1	1.0	1.0	-0.0	1.0	False
BMF	1.0	1.0	-0.0	1.0	False
BMI1	1.0	1.0	-0.0	1.0	False
BMP1	1.0	1.0	-0.0	1.0	False
BMP10	1.0	1.0	-0.0	1.0	False
BMP15	1.0	1.0	-0.0	1.0	False
BMP2	1.0	1.0	-0.0	1.0	False
BMP2K	1.0	1.0	-0.0	1.0	False
BMP3	1.0	1.0	-0.0	1.0	False
BMP4	1.0	1.0	-0.0	1.0	False
BMP5	1.0	1.0	-0.0	1.0	False
BMP6	1.0	1.0	-0.0	1.0	False
BMP7	1.0	1.0	-0.0	1.0	False
BMP8A	1.0	1.0	-0.0	1.0	False
BMP8B	1.0	1.0	-0.0	1.0	False
BMPER	1.0	1.0	-0.0	1.0	False
BMPR1B	1.0	1.0	-0.0	1.0	False
BMPR2	1.0	1.0	-0.0	1.0	False
BMS1	1.0	1.0	-0.0	1.0	False
BMX	1.0	1.0	-0.0	1.0	False
BNC1	1.0	1.0	-0.0	1.0	False
BNC2	1.0	1.0	-0.0	1.0	False
BNIP1	1.0	1.0	-0.0	1.0	False
BNIP3	1.0	1.0	-0.0	1.0	False
BNIP3L	1.0	1.0	-0.0	1.0	False
BNIPL	1.0	1.0	-0.0	1.0	False
BOC	1.0	1.0	-0.0	1.0	False
BOD1	1.0	1.0	-0.0	1.0	False
BOD1L1	1.0	1.0	-0.0	1.0	False
BOD1L2	1.0	1.0	-0.0	1.0	False
BOK	1.0	1.0	-0.0	1.0	False
BOLA1	1.0	1.0	-0.0	1.0	False
BOLA2	1.0	1.0	-0.0	1.0	False
BOLA2B	1.0	1.0	-0.0	1.0	False
BOLA3	1.0	1.0	-0.0	1.0	False
BOLL	1.0	1.0	-0.0	1.0	False
BOP1	1.0	1.0	-0.0	1.0	False
BORA	1.0	1.0	-0.0	1.0	False
BPGM	1.0	1.0	-0.0	1.0	False
BPHL	1.0	1.0	-0.0	1.0	False
BPI	1.0	1.0	-0.0	1.0	False
BPIFA1	1.0	1.0	-0.0	1.0	False
BPIFA2	1.0	1.0	-0.0	1.0	False
BPIFA3	1.0	1.0	-0.0	1.0	False
BPIFB1	1.0	1.0	-0.0	1.0	False
BPIFB2	1.0	1.0	-0.0	1.0	False
BPIFB3	1.0	1.0	-0.0	1.0	False
BPIFB4	1.0	1.0	-0.0	1.0	False
BPIFB6	1.0	1.0	-0.0	1.0	False
BPIFC	1.0	1.0	-0.0	1.0	False
BPTF	1.0	1.0	-0.0	1.0	False
BPY2	1.0	1.0	-0.0	1.0	False
BPY2B	1.0	1.0	-0.0	1.0	False
BPY2C	1.0	1.0	-0.0	1.0	False
BRAP	1.0	1.0	-0.0	1.0	False
BRAT1	1.0	1.0	-0.0	1.0	False
BRCA1	1.0	1.0	-0.0	1.0	False
BRCA2	1.0	1.0	-0.0	1.0	False
BRCC3	1.0	1.0	-0.0	1.0	False
BRD1	1.0	1.0	-0.0	1.0	False
BRD3	1.0	1.0	-0.0	1.0	False
BRD4	1.0	1.0	-0.0	1.0	False
BRD7	1.0	1.0	-0.0	1.0	False
BRD9	1.0	1.0	-0.0	1.0	False
BRDT	1.0	1.0	-0.0	1.0	False
BRE	1.0	1.0	-0.0	1.0	False
BRF1	1.0	1.0	-0.0	1.0	False
BRF2	1.0	1.0	-0.0	1.0	False
BRI3	1.0	1.0	-0.0	1.0	False
BRI3BP	1.0	1.0	-0.0	1.0	False
BRICD5	1.0	1.0	-0.0	1.0	False
BRINP1	1.0	1.0	-0.0	1.0	False
BRINP2	1.0	1.0	-0.0	1.0	False
BRINP3	1.0	1.0	-0.0	1.0	False
BRIX1	1.0	1.0	-0.0	1.0	False
BRK1	1.0	1.0	-0.0	1.0	False
BROX	1.0	1.0	-0.0	1.0	False
BRPF3	1.0	1.0	-0.0	1.0	False
BRS3	1.0	1.0	-0.0	1.0	False
BRSK1	1.0	1.0	-0.0	1.0	False
BRSK2	1.0	1.0	-0.0	1.0	False
BRWD1	1.0	1.0	-0.0	1.0	False
BRWD3	1.0	1.0	-0.0	1.0	False
BSCL2	1.0	1.0	-0.0	1.0	False
BSDC1	1.0	1.0	-0.0	1.0	False
BSG	1.0	1.0	-0.0	1.0	False
BSN	1.0	1.0	-0.0	1.0	False
BSND	1.0	1.0	-0.0	1.0	False
BSPH1	1.0	1.0	-0.0	1.0	False
BST1	1.0	1.0	-0.0	1.0	False
BST2	1.0	1.0	-0.0	1.0	False
BSX	1.0	1.0	-0.0	1.0	False
BTAF1	1.0	1.0	-0.0	1.0	False
BTBD1	1.0	1.0	-0.0	1.0	False
BTBD11	1.0	1.0	-0.0	1.0	False
BTBD16	1.0	1.0	-0.0	1.0	False
BTBD17	1.0	1.0	-0.0	1.0	False
BTBD18	1.0	1.0	-0.0	1.0	False
BTBD2	1.0	1.0	-0.0	1.0	False
BTBD3	1.0	1.0	-0.0	1.0	False
BTBD6	1.0	1.0	-0.0	1.0	False
BTBD7	1.0	1.0	-0.0	1.0	False
BTBD8	1.0	1.0	-0.0	1.0	False
BTBD9	1.0	1.0	-0.0	1.0	False
BTC	1.0	1.0	-0.0	1.0	False
BTD	1.0	1.0	-0.0	1.0	False
BTF3	1.0	1.0	-0.0	1.0	False
BTF3L4	1.0	1.0	-0.0	1.0	False
BTG1	1.0	1.0	-0.0	1.0	False
BTG2	1.0	1.0	-0.0	1.0	False
BTG3	1.0	1.0	-0.0	1.0	False
BTG4	1.0	1.0	-0.0	1.0	False
BTK	1.0	1.0	-0.0	1.0	False
BTLA	1.0	1.0	-0.0	1.0	False
BTN1A1	1.0	1.0	-0.0	1.0	False
BTN2A1	1.0	1.0	-0.0	1.0	False
BTN2A2	1.0	1.0	-0.0	1.0	False
BTN3A1	1.0	1.0	-0.0	1.0	False
BTN3A2	1.0	1.0	-0.0	1.0	False
BTN3A3	1.0	1.0	-0.0	1.0	False
BTNL3	1.0	1.0	-0.0	1.0	False
BTNL8	1.0	1.0	-0.0	1.0	False
BTNL9	1.0	1.0	-0.0	1.0	False
BTRC	1.0	1.0	-0.0	1.0	False
BUB1	1.0	1.0	-0.0	1.0	False
BUB1B	1.0	1.0	-0.0	1.0	False
BUB3	1.0	1.0	-0.0	1.0	False
BUD13	1.0	1.0	-0.0	1.0	False
BUD31	1.0	1.0	-0.0	1.0	False
BVES	1.0	1.0	-0.0	1.0	False
BYSL	1.0	1.0	-0.0	1.0	False
BZRAP1	1.0	1.0	-0.0	1.0	False
BZW1	1.0	1.0	-0.0	1.0	False
BZW2	1.0	1.0	-0.0	1.0	False
C10orf10	1.0	1.0	-0.0	1.0	False
C10orf105	1.0	1.0	-0.0	1.0	False
C10orf107	1.0	1.0	-0.0	1.0	False
C10orf11	1.0	1.0	-0.0	1.0	False
C10orf111	1.0	1.0	-0.0	1.0	False
C10orf113	1.0	1.0	-0.0	1.0	False
C10orf114	1.0	1.0	-0.0	1.0	False
C10orf118	1.0	1.0	-0.0	1.0	False
C10orf12	1.0	1.0	-0.0	1.0	False
C10orf120	1.0	1.0	-0.0	1.0	False
C10orf129	1.0	1.0	-0.0	1.0	False
C10orf131	1.0	1.0	-0.0	1.0	False
C10orf137	1.0	1.0	-0.0	1.0	False
C10orf2	1.0	1.0	-0.0	1.0	False
C10orf25	1.0	1.0	-0.0	1.0	False
C10orf32	1.0	1.0	-0.0	1.0	False
C10orf35	1.0	1.0	-0.0	1.0	False
C10orf53	1.0	1.0	-0.0	1.0	False
C10orf55	1.0	1.0	-0.0	1.0	False
C10orf62	1.0	1.0	-0.0	1.0	False
C10orf67	1.0	1.0	-0.0	1.0	False
C10orf68	1.0	1.0	-0.0	1.0	False
C10orf71	1.0	1.0	-0.0	1.0	False
C10orf76	1.0	1.0	-0.0	1.0	False
C10orf88	1.0	1.0	-0.0	1.0	False
C10orf90	1.0	1.0	-0.0	1.0	False
C10orf91	1.0	1.0	-0.0	1.0	False
C10orf95	1.0	1.0	-0.0	1.0	False
C10orf99	1.0	1.0	-0.0	1.0	False
C11orf1	1.0	1.0	-0.0	1.0	False
C11orf16	1.0	1.0	-0.0	1.0	False
C11orf21	1.0	1.0	-0.0	1.0	False
C11orf24	1.0	1.0	-0.0	1.0	False
C11orf30	1.0	1.0	-0.0	1.0	False
C11orf31	1.0	1.0	-0.0	1.0	False
C11orf40	1.0	1.0	-0.0	1.0	False
C11orf42	1.0	1.0	-0.0	1.0	False
C11orf48	1.0	1.0	-0.0	1.0	False
C11orf49	1.0	1.0	-0.0	1.0	False
C11orf52	1.0	1.0	-0.0	1.0	False
C11orf53	1.0	1.0	-0.0	1.0	False
C11orf54	1.0	1.0	-0.0	1.0	False
C11orf57	1.0	1.0	-0.0	1.0	False
C11orf58	1.0	1.0	-0.0	1.0	False
C11orf63	1.0	1.0	-0.0	1.0	False
C11orf65	1.0	1.0	-0.0	1.0	False
C11orf68	1.0	1.0	-0.0	1.0	False
C11orf70	1.0	1.0	-0.0	1.0	False
C11orf71	1.0	1.0	-0.0	1.0	False
C11orf73	1.0	1.0	-0.0	1.0	False
C11orf74	1.0	1.0	-0.0	1.0	False
C11orf80	1.0	1.0	-0.0	1.0	False
C11orf82	1.0	1.0	-0.0	1.0	False
C11orf84	1.0	1.0	-0.0	1.0	False
C11orf85	1.0	1.0	-0.0	1.0	False
C11orf86	1.0	1.0	-0.0	1.0	False
C11orf88	1.0	1.0	-0.0	1.0	False
C11orf91	1.0	1.0	-0.0	1.0	False
C11orf94	1.0	1.0	-0.0	1.0	False
C11orf96	1.0	1.0	-0.0	1.0	False
C12orf23	1.0	1.0	-0.0	1.0	False
C12orf29	1.0	1.0	-0.0	1.0	False
C12orf39	1.0	1.0	-0.0	1.0	False
C12orf4	1.0	1.0	-0.0	1.0	False
C12orf40	1.0	1.0	-0.0	1.0	False
C12orf42	1.0	1.0	-0.0	1.0	False
C12orf43	1.0	1.0	-0.0	1.0	False
C12orf44	1.0	1.0	-0.0	1.0	False
C12orf45	1.0	1.0	-0.0	1.0	False
C12orf49	1.0	1.0	-0.0	1.0	False
C12orf5	1.0	1.0	-0.0	1.0	False
C12orf50	1.0	1.0	-0.0	1.0	False
C12orf52	1.0	1.0	-0.0	1.0	False
C12orf54	1.0	1.0	-0.0	1.0	False
C12orf56	1.0	1.0	-0.0	1.0	False
C12orf57	1.0	1.0	-0.0	1.0	False
C12orf60	1.0	1.0	-0.0	1.0	False
C12orf61	1.0	1.0	-0.0	1.0	False
C12orf65	1.0	1.0	-0.0	1.0	False
C12orf66	1.0	1.0	-0.0	1.0	False
C12orf68	1.0	1.0	-0.0	1.0	False
C12orf71	1.0	1.0	-0.0	1.0	False
C12orf73	1.0	1.0	-0.0	1.0	False
C12orf74	1.0	1.0	-0.0	1.0	False
C12orf75	1.0	1.0	-0.0	1.0	False
C12orf76	1.0	1.0	-0.0	1.0	False
C12orf77	1.0	1.0	-0.0	1.0	False
C12orf79	1.0	1.0	-0.0	1.0	False
C13orf35	1.0	1.0	-0.0	1.0	False
C13orf45	1.0	1.0	-0.0	1.0	False
C14orf105	1.0	1.0	-0.0	1.0	False
C14orf119	1.0	1.0	-0.0	1.0	False
C14orf132	1.0	1.0	-0.0	1.0	False
C14orf159	1.0	1.0	-0.0	1.0	False
C14orf166	1.0	1.0	-0.0	1.0	False
C14orf166B	1.0	1.0	-0.0	1.0	False
C14orf169	1.0	1.0	-0.0	1.0	False
C14orf177	1.0	1.0	-0.0	1.0	False
C14orf178	1.0	1.0	-0.0	1.0	False
C14orf180	1.0	1.0	-0.0	1.0	False
C14orf182	1.0	1.0	-0.0	1.0	False
C14orf183	1.0	1.0	-0.0	1.0	False
C14orf2	1.0	1.0	-0.0	1.0	False
C14orf28	1.0	1.0	-0.0	1.0	False
C14orf37	1.0	1.0	-0.0	1.0	False
C14orf39	1.0	1.0	-0.0	1.0	False
C14orf79	1.0	1.0	-0.0	1.0	False
C14orf80	1.0	1.0	-0.0	1.0	False
C14orf93	1.0	1.0	-0.0	1.0	False
C15orf26	1.0	1.0	-0.0	1.0	False
C15orf27	1.0	1.0	-0.0	1.0	False
C15orf32	1.0	1.0	-0.0	1.0	False
C15orf38	1.0	1.0	-0.0	1.0	False
C15orf38-AP3S2	1.0	1.0	-0.0	1.0	False
C15orf39	1.0	1.0	-0.0	1.0	False
C15orf40	1.0	1.0	-0.0	1.0	False
C15orf41	1.0	1.0	-0.0	1.0	False
C15orf43	1.0	1.0	-0.0	1.0	False
C15orf48	1.0	1.0	-0.0	1.0	False
C15orf52	1.0	1.0	-0.0	1.0	False
C15orf53	1.0	1.0	-0.0	1.0	False
C15orf54	1.0	1.0	-0.0	1.0	False
C15orf56	1.0	1.0	-0.0	1.0	False
C15orf57	1.0	1.0	-0.0	1.0	False
C15orf59	1.0	1.0	-0.0	1.0	False
C15orf60	1.0	1.0	-0.0	1.0	False
C15orf61	1.0	1.0	-0.0	1.0	False
C15orf62	1.0	1.0	-0.0	1.0	False
C15orf65	1.0	1.0	-0.0	1.0	False
C16orf11	1.0	1.0	-0.0	1.0	False
C16orf13	1.0	1.0	-0.0	1.0	False
C16orf45	1.0	1.0	-0.0	1.0	False
C16orf46	1.0	1.0	-0.0	1.0	False
C16orf52	1.0	1.0	-0.0	1.0	False
C16orf54	1.0	1.0	-0.0	1.0	False
C16orf55	1.0	1.0	-0.0	1.0	False
C16orf58	1.0	1.0	-0.0	1.0	False
C16orf59	1.0	1.0	-0.0	1.0	False
C16orf62	1.0	1.0	-0.0	1.0	False
C16orf70	1.0	1.0	-0.0	1.0	False
C16orf72	1.0	1.0	-0.0	1.0	False
C16orf74	1.0	1.0	-0.0	1.0	False
C16orf78	1.0	1.0	-0.0	1.0	False
C16orf80	1.0	1.0	-0.0	1.0	False
C16orf86	1.0	1.0	-0.0	1.0	False
C16orf87	1.0	1.0	-0.0	1.0	False
C16orf89	1.0	1.0	-0.0	1.0	False
C16orf90	1.0	1.0	-0.0	1.0	False
C16orf92	1.0	1.0	-0.0	1.0	False
C16orf93	1.0	1.0	-0.0	1.0	False
C16orf96	1.0	1.0	-0.0	1.0	False
C16orf97	1.0	1.0	-0.0	1.0	False
C17orf100	1.0	1.0	-0.0	1.0	False
C17orf102	1.0	1.0	-0.0	1.0	False
C17orf104	1.0	1.0	-0.0	1.0	False
C17orf105	1.0	1.0	-0.0	1.0	False
C17orf107	1.0	1.0	-0.0	1.0	False
C17orf112	1.0	1.0	-0.0	1.0	False
C17orf47	1.0	1.0	-0.0	1.0	False
C17orf49	1.0	1.0	-0.0	1.0	False
C17orf50	1.0	1.0	-0.0	1.0	False
C17orf51	1.0	1.0	-0.0	1.0	False
C17orf53	1.0	1.0	-0.0	1.0	False
C17orf58	1.0	1.0	-0.0	1.0	False
C17orf59	1.0	1.0	-0.0	1.0	False
C17orf64	1.0	1.0	-0.0	1.0	False
C17orf66	1.0	1.0	-0.0	1.0	False
C17orf70	1.0	1.0	-0.0	1.0	False
C17orf72	1.0	1.0	-0.0	1.0	False
C17orf74	1.0	1.0	-0.0	1.0	False
C17orf75	1.0	1.0	-0.0	1.0	False
C17orf77	1.0	1.0	-0.0	1.0	False
C17orf78	1.0	1.0	-0.0	1.0	False
C17orf80	1.0	1.0	-0.0	1.0	False
C17orf82	1.0	1.0	-0.0	1.0	False
C17orf85	1.0	1.0	-0.0	1.0	False
C17orf89	1.0	1.0	-0.0	1.0	False
C17orf96	1.0	1.0	-0.0	1.0	False
C17orf97	1.0	1.0	-0.0	1.0	False
C17orf98	1.0	1.0	-0.0	1.0	False
C17orf99	1.0	1.0	-0.0	1.0	False
C18orf21	1.0	1.0	-0.0	1.0	False
C18orf25	1.0	1.0	-0.0	1.0	False
C18orf32	1.0	1.0	-0.0	1.0	False
C18orf42	1.0	1.0	-0.0	1.0	False
C18orf54	1.0	1.0	-0.0	1.0	False
C18orf63	1.0	1.0	-0.0	1.0	False
C18orf8	1.0	1.0	-0.0	1.0	False
C19orf10	1.0	1.0	-0.0	1.0	False
C19orf18	1.0	1.0	-0.0	1.0	False
C19orf21	1.0	1.0	-0.0	1.0	False
C19orf24	1.0	1.0	-0.0	1.0	False
C19orf25	1.0	1.0	-0.0	1.0	False
C19orf26	1.0	1.0	-0.0	1.0	False
C19orf33	1.0	1.0	-0.0	1.0	False
C19orf35	1.0	1.0	-0.0	1.0	False
C19orf38	1.0	1.0	-0.0	1.0	False
C19orf40	1.0	1.0	-0.0	1.0	False
C19orf44	1.0	1.0	-0.0	1.0	False
C19orf45	1.0	1.0	-0.0	1.0	False
C19orf47	1.0	1.0	-0.0	1.0	False
C19orf48	1.0	1.0	-0.0	1.0	False
C19orf52	1.0	1.0	-0.0	1.0	False
C19orf53	1.0	1.0	-0.0	1.0	False
C19orf54	1.0	1.0	-0.0	1.0	False
C19orf57	1.0	1.0	-0.0	1.0	False
C19orf59	1.0	1.0	-0.0	1.0	False
C19orf66	1.0	1.0	-0.0	1.0	False
C19orf67	1.0	1.0	-0.0	1.0	False
C19orf70	1.0	1.0	-0.0	1.0	False
C19orf71	1.0	1.0	-0.0	1.0	False
C19orf73	1.0	1.0	-0.0	1.0	False
C19orf77	1.0	1.0	-0.0	1.0	False
C19orf80	1.0	1.0	-0.0	1.0	False
C19orf81	1.0	1.0	-0.0	1.0	False
C19orf82	1.0	1.0	-0.0	1.0	False
C1D	1.0	1.0	-0.0	1.0	False
C1GALT1C1	1.0	1.0	-0.0	1.0	False
C1QA	1.0	1.0	-0.0	1.0	False
C1QB	1.0	1.0	-0.0	1.0	False
C1QBP	1.0	1.0	-0.0	1.0	False
C1QC	1.0	1.0	-0.0	1.0	False
C1QL1	1.0	1.0	-0.0	1.0	False
C1QL2	1.0	1.0	-0.0	1.0	False
C1QL4	1.0	1.0	-0.0	1.0	False
C1QTNF1	1.0	1.0	-0.0	1.0	False
C1QTNF2	1.0	1.0	-0.0	1.0	False
C1QTNF3	1.0	1.0	-0.0	1.0	False
